IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G,WIND
0,0.0,0.0,19.0,0.0,13.9,9.4,16.38
0,0.0,0.0,18.6,0.0,12.5,9.0,6.75
0,0.0,0.0,17.8,0.0,7.0,1.5,3.83
0,0.0,0.0,22.1,0.0,12.2,6.5,7.96
0,1.2,0.0,21.2,0.0,13.9,9.3,11.96
0,9.8,0.0,18.7,0.0,13.1,7.0,3.96
0,5.3,0.0,18.1,0.0,13.4,9.1,13.04
4,0.0,0.0,17.0,0.0,11.3,8.1,15.41
0,5.2,0.0,19.0,0.0,11.0,4.0,18.21
0,0.0,0.0,16.0,0.0,10.9,8.0,16.29
0,0.1,0.0,16.4,0.0,4.8,0.5,6.13
0,0.0,0.0,17.3,0.0,11.1,11.0,2.04
0,0.1,0.0,17.7,0.0,7.0,2.7,1.71
0,0.0,0.0,18.0,0.0,7.1,4.5,1.21
4,0.0,0.0,19.5,0.0,6.8,0.6,1.71
4,0.0,0.0,16.8,0.0,7.8,1.5,1.83
4,0.0,0.0,16.5,0.0,4.6,-2.0,2.71
4,0.0,0.0,15.4,0.0,12.5,5.5,3.63
0,16.5,0.0,15.8,0.0,12.4,8.0,2.33
0,0.9,0.0,14.6,0.0,9.1,5.0,4.25
0,8.2,0.0,15.0,0.0,7.5,2.0,4.33
0,13.1,0.0,10.7,0.0,9.0,2.8,21.29
0,0.2,0.0,11.7,0.0,8.0,3.5,17.79
0,14.9,0.0,14.3,0.0,8.5,4.5,7.58
0,4.2,0.0,17.0,0.0,11.4,6.2,9.71
0,9.9,0.0,14.3,0.0,7.0,-0.5,2.0
0,0.0,0.0,14.6,0.0,5.8,-1.5,4.42
0,3.2,0.0,13.4,0.0,5.6,-2.6,3.79
0,1.5,0.0,13.5,0.0,8.6,5.8,2.83
0,0.5,0.0,15.8,0.0,7.4,-1.6,7.12
0,22.9,0.0,14.0,0.0,8.2,0.5,13.17
0,3.2,0.0,14.0,0.0,7.8,2.9,4.75
0,0.2,0.0,15.4,0.0,5.2,5.8,2.83
0,0.0,0.0,12.8,0.0,8.4,-0.2,5.79
0,7.0,0.0,12.8,0.0,2.4,-6.6,5.63
0,26.7,0.0,13.9,0.0,4.6,0.6,11.96
0,9.7,0.0,13.3,0.0,7.9,2.9,10.13
0,0.3,0.0,12.7,0.0,9.5,2.4,5.88
0,0.0,0.0,13.5,0.0,8.0,0.5,8.5
0,0.0,0.0,13.0,0.0,8.5,-0.5,9.67
0,0.9,0.0,8.3,0.0,2.8,-1.5,5.91
0,0.0,0.0,10.5,0.0,1.3,-7.5,8.12
0,0.0,0.0,11.2,0.0,1.5,-1.9,7.62
0,0.0,0.0,12.0,0.0,3.4,0.4,6.0
0,0.3,0.0,10.9,0.0,2.1,-1.8,11.08
0,0.0,0.0,9.5,0.0,4.0,-3.6,14.79
0,0.0,0.0,9.8,0.0,5.1,-2.0,7.75
0,0.0,0.0,10.6,0.0,3.5,-6.4,5.46
0,0.1,0.0,10.5,0.0,4.6,3.2,9.92
0,2.2,0.0,8.8,0.0,2.6,-5.0,18.58
0,0.6,0.0,8.2,2.0,4.0,-1.0,13.79
0,1.2,0.0,7.8,1.0,-0.5,-8.0,5.17
0,2.9,0.0,8.6,0.0,0.4,-3.8,5.63
0,1.3,0.0,9.2,0.0,6.0,1.0,19.87
0,0.0,0.0,10.0,0.0,7.2,0.5,6.17
0,0.0,0.0,9.6,0.0,3.2,-1.5,7.38
0,0.0,0.0,9.3,0.0,0.7,-8.7,8.71
0,2.4,2.0,9.0,0.0,1.2,-8.3,6.75
4,0.0,0.0,11.3,0.0,0.1,-9.7,7.96
0,0.3,0.0,11.8,0.0,8.9,2.5,11.17
0,2.4,0.0,12.4,0.0,10.4,4.0,11.42
0,0.1,0.0,11.4,0.0,3.5,-5.0,12.12
0,4.5,0.0,11.2,0.0,5.5,4.5,23.09
0,0.3,0.0,6.9,0.0,4.8,3.0,21.87
0,0.0,0.0,7.9,0.0,2.4,-5.4,13.92
0,2.1,0.0,7.6,0.0,3.0,-6.1,8.42
0,0.0,0.0,8.6,0.0,2.8,-6.9,2.92
4,0.0,0.0,6.8,0.0,0.2,-5.0,8.17
0,1.3,0.0,5.4,1.0,-1.8,-11.6,5.33
0,0.1,0.0,7.2,1.0,-1.4,-9.5,7.96
0,0.6,0.0,10.0,0.0,1.2,-2.8,12.12
0,0.1,0.0,10.6,0.0,5.6,-3.0,14.79
0,2.4,0.0,9.8,0.0,2.5,-1.0,16.75
0,0.0,0.0,8.5,0.0,1.8,-5.0,15.37
0,4.7,0.0,9.1,0.0,0.7,-6.8,19.38
0,3.4,0.0,9.5,0.0,2.9,-3.6,21.75
0,4.7,0.0,8.5,0.0,3.1,-3.4,30.37
0,0.0,0.0,7.0,0.0,3.2,-2.8,28.16
0,0.0,0.0,6.3,0.0,0.3,-7.0,14.5
0,0.0,0.0,9.9,1.0,-1.1,-9.5,11.75
0,0.2,0.0,11.5,0.0,1.8,-7.4,14.96
0,0.0,0.0,8.5,0.0,3.5,-5.5,12.21
0,2.9,0.0,11.5,0.0,1.2,-7.9,15.09
0,0.1,0.0,7.9,0.0,2.0,0.9,25.12
0,22.5,0.0,10.5,0.0,2.5,-4.5,23.75
0,0.2,0.0,10.0,2.0,5.1,0.4,14.58
0,4.7,0.0,9.0,0.0,0.5,-7.7,11.21
0,17.3,0.0,7.4,2.0,1.0,-0.6,20.04
0,2.6,0.0,5.6,0.0,4.8,0.4,13.33
0,7.7,0.0,11.2,0.0,0.5,-8.0,9.87
4,0.0,0.0,9.8,0.0,2.2,-6.8,14.25
0,1.4,0.0,12.5,0.0,2.5,1.3,26.0
0,0.3,0.0,10.6,0.0,7.2,0.0,18.5
0,0.9,0.0,11.5,0.0,7.2,2.2,23.04
0,0.0,0.0,9.8,0.0,2.2,-6.8,12.58
0,0.1,0.0,10.4,0.0,2.4,-4.7,17.16
0,0.3,0.0,10.7,0.0,6.1,1.6,17.37
0,9.9,0.0,9.5,0.0,8.7,3.1,16.88
0,0.0,0.0,8.5,0.0,3.8,-0.6,10.67
0,0.1,0.0,9.6,1.0,-2.1,-11.9,4.96
0,5.7,0.0,10.6,1.0,-1.8,-3.2,10.41
0,0.0,2.0,9.0,0.0,4.3,-2.9,9.67
0,1.2,0.0,12.5,2.0,4.0,-1.5,9.62
0,3.3,0.0,11.0,0.0,8.2,1.5,16.5
0,3.6,0.0,9.4,0.0,2.6,-5.6,5.25
4,0.0,0.0,6.6,0.0,4.0,-3.5,13.5
4,0.0,0.0,5.8,0.0,2.0,-5.3,11.38
4,0.0,0.0,4.5,0.0,0.8,0.2,5.63
0,0.2,0.0,4.5,0.0,1.0,-1.5,6.87
0,0.0,0.0,6.6,1.0,-1.4,-3.0,10.63
0,0.4,0.0,6.0,0.0,2.6,-1.0,8.63
0,1.3,0.0,3.9,1.0,-2.0,-5.8,7.33
0,0.0,0.0,7.5,1.0,-2.1,-2.0,11.0
0,0.0,0.0,8.9,0.0,6.3,2.6,9.54
0,0.0,0.0,7.5,0.0,3.4,-0.6,9.96
0,0.0,0.0,7.7,0.0,4.1,4.0,6.21
4,0.0,0.0,10.4,0.0,2.4,-1.8,3.92
0,1.0,0.0,8.5,0.0,5.2,-1.2,7.75
4,0.0,0.0,11.2,0.0,6.0,5.0,14.79
0,4.0,0.0,10.8,1.0,-0.8,-6.8,9.0
0,2.5,0.0,9.4,0.0,7.0,1.8,10.21
0,0.0,0.0,7.7,0.0,4.7,1.3,13.54
0,4.9,0.0,8.2,0.0,1.7,-4.3,13.29
0,0.6,0.0,8.4,0.0,1.5,-2.4,10.08
0,1.9,0.0,9.7,0.0,6.5,3.0,11.79
0,6.1,0.0,12.5,1.0,-0.9,-7.5,7.75
0,0.3,0.0,12.0,0.0,8.0,1.6,9.25
0,0.0,0.0,13.0,0.0,8.1,1.5,13.13
0,0.0,0.0,12.0,0.0,8.5,1.0,12.92
0,0.7,0.0,11.1,0.0,7.2,3.5,16.17
0,0.0,0.0,12.4,0.0,7.1,4.5,14.67
0,0.4,0.0,12.9,0.0,11.0,10.0,16.88
0,0.2,0.0,11.5,0.0,8.5,5.1,20.12
0,0.0,0.0,10.3,0.0,3.5,-1.0,10.0
4,0.0,0.0,9.1,0.0,1.1,-5.8,9.96
0,1.5,0.0,9.7,0.0,5.1,2.1,10.41
0,0.0,0.0,9.8,0.0,4.9,1.0,7.96
0,0.1,0.0,7.6,1.0,-1.1,-8.1,6.25
0,0.0,0.0,8.4,1.0,-1.0,-1.0,5.66
0,0.0,0.0,7.5,0.0,3.6,1.5,4.5
4,0.0,0.0,7.3,0.0,4.0,-0.9,9.38
4,0.0,0.0,7.0,0.0,0.4,-5.8,11.0
0,0.0,0.0,7.4,0.0,4.5,-1.2,12.54
0,1.6,0.0,6.4,0.0,2.1,-0.6,14.62
0,11.4,0.0,8.8,0.0,2.0,-1.0,26.54
0,4.0,0.0,6.8,0.0,5.0,-2.0,7.17
0,0.1,0.0,8.5,1.0,-1.5,-8.2,4.54
0,5.2,0.0,8.8,1.0,-2.0,-9.4,10.5
0,0.7,0.0,8.2,0.0,4.4,0.6,19.08
0,6.0,0.0,6.8,0.0,3.6,0.2,14.83
0,0.0,0.0,9.4,0.0,3.1,-0.4,16.17
0,32.4,0.0,7.1,0.0,4.4,0.6,11.34
0,0.0,0.0,7.6,0.0,0.6,-1.0,16.33
0,1.9,0.0,9.6,0.0,2.4,-2.0,15.09
0,0.2,0.0,11.7,0.0,6.8,2.3,12.04
0,2.7,0.0,10.6,0.0,4.7,-0.5,13.75
0,17.5,0.0,11.6,0.0,4.3,-1.9,22.08
0,2.7,0.0,8.1,0.0,4.0,1.0,23.04
0,0.5,0.0,10.0,0.0,2.2,-0.6,20.88
0,0.0,0.0,11.1,0.0,5.0,1.0,21.92
0,0.0,0.0,11.4,0.0,6.5,3.8,18.71
0,0.2,0.0,13.2,0.0,7.9,4.0,14.71
0,0.0,0.0,13.4,0.0,6.0,1.4,15.46
4,0.0,0.0,11.8,0.0,8.2,4.0,19.17
0,0.2,0.0,12.8,0.0,9.2,8.0,16.75
0,5.8,0.0,11.0,0.0,4.6,-1.2,9.25
0,11.4,0.0,6.4,0.0,4.5,1.2,13.5
0,1.1,0.0,9.2,0.0,2.5,1.5,22.83
0,1.5,0.0,6.8,0.0,1.8,-1.0,26.54
0,0.5,0.0,10.1,0.0,0.9,-6.0,16.71
0,0.8,0.0,13.9,0.0,4.9,5.0,22.29
0,0.0,0.0,9.9,0.0,4.2,-1.0,17.92
0,0.1,0.0,11.4,0.0,3.3,-1.8,14.71
0,0.4,0.0,11.6,0.0,6.9,3.2,25.25
0,0.2,0.0,11.4,0.0,6.9,3.0,17.08
0,0.0,0.0,12.4,0.0,6.7,1.5,19.95
0,0.0,0.0,11.9,0.0,5.0,-0.5,17.21
0,0.0,0.0,17.0,0.0,7.3,3.2,20.38
0,0.4,0.0,12.0,0.0,7.3,4.0,17.04
0,0.2,0.0,10.4,0.0,3.4,-1.5,15.04
0,0.0,0.0,11.7,0.0,4.4,-1.1,16.29
0,1.0,0.0,12.8,0.0,4.3,4.7,17.12
0,2.2,0.0,10.1,0.0,1.4,-3.6,20.38
0,0.8,0.0,8.7,0.0,1.5,-2.1,19.62
0,0.1,0.0,7.9,0.0,1.1,-1.2,18.16
0,1.2,0.0,8.6,0.0,0.0,-3.8,15.09
0,1.5,0.0,9.5,1.0,-1.0,-5.8,11.5
0,0.0,0.0,7.6,1.0,-0.2,-6.0,6.96
0,13.0,0.0,10.8,1.0,-2.0,-7.5,11.87
0,0.0,0.0,11.7,0.0,5.6,2.2,13.54
0,0.0,0.0,11.9,0.0,8.0,4.9,15.83
0,0.0,0.0,12.9,0.0,8.5,5.6,19.67
0,0.3,0.0,12.5,0.0,4.3,-0.9,18.54
0,0.0,0.0,12.0,0.0,5.2,4.1,15.92
0,3.3,0.0,9.6,0.0,4.4,-0.5,15.16
0,0.0,0.0,9.9,0.0,4.5,5.0,18.05
0,0.0,0.0,8.8,0.0,6.1,3.7,17.12
0,0.2,0.0,10.3,0.0,5.9,3.1,11.83
0,0.0,0.0,10.6,0.0,5.3,4.2,7.79
0,0.0,0.0,11.4,0.0,5.9,0.6,8.71
0,0.0,0.0,11.2,0.0,1.3,-5.1,4.54
0,0.0,0.0,14.6,0.0,1.9,-4.9,9.38
0,0.0,0.0,19.1,0.0,6.9,0.5,6.29
0,0.0,0.0,16.6,0.0,9.4,1.5,12.79
0,0.0,0.0,14.4,0.0,4.8,-1.5,7.08
0,2.6,0.0,14.4,0.0,7.2,5.8,17.71
0,1.5,0.0,11.8,0.0,5.6,1.0,18.12
0,1.5,0.0,10.8,0.0,2.4,-2.0,12.33
0,3.2,0.0,14.6,0.0,1.5,-3.5,10.88
0,1.5,0.0,14.8,0.0,5.0,2.2,7.5
0,1.9,0.0,15.5,0.0,7.4,7.5,10.71
0,0.0,0.0,13.4,0.0,3.0,-2.0,6.83
0,1.4,0.0,14.0,0.0,8.5,6.3,9.38
0,0.0,0.0,14.1,0.0,5.3,-1.4,7.38
0,0.0,0.0,21.0,0.0,6.2,0.5,6.46
0,0.0,0.0,22.1,0.0,9.7,3.0,5.58
0,0.3,0.0,15.9,0.0,5.8,0.5,13.13
0,1.4,0.0,11.9,0.0,1.9,-1.5,13.83
0,0.4,0.0,9.9,0.0,0.1,-3.8,8.75
0,11.7,0.0,9.4,1.0,-2.0,-10.1,16.46
0,9.3,0.0,11.5,0.0,3.5,-2.6,17.58
0,0.6,0.0,13.7,0.0,6.5,2.2,15.29
0,1.9,0.0,13.0,0.0,8.2,2.5,9.21
0,2.3,0.0,12.6,0.0,2.9,-4.2,9.29
0,4.0,0.0,14.6,0.0,9.0,5.8,10.71
0,3.6,0.0,14.5,0.0,8.4,4.6,6.46
0,0.6,0.0,11.8,0.0,8.4,7.0,2.29
0,7.7,0.0,10.2,0.0,5.8,-0.1,9.5
0,15.4,0.0,11.4,0.0,6.6,3.4,12.71
0,7.2,0.0,8.9,0.0,8.0,7.4,12.67
0,4.8,0.0,9.8,0.0,7.8,7.4,9.83
0,12.0,0.0,7.0,0.0,6.5,5.0,15.09
0,2.1,0.0,8.7,0.0,5.5,4.5,7.79
0,0.0,0.0,10.8,0.0,6.5,5.1,8.5
0,3.7,0.0,12.9,0.0,1.6,-3.1,9.5
0,2.6,0.0,15.0,0.0,7.7,5.7,15.09
0,1.0,0.0,14.3,0.0,7.2,3.9,18.58
0,4.4,0.0,12.8,0.0,8.6,2.4,14.62
0,3.9,0.0,12.9,0.0,7.4,2.1,16.83
0,5.1,0.0,15.7,0.0,7.5,3.5,11.34
0,4.1,0.0,14.5,0.0,8.4,5.1,12.79
0,3.1,0.0,14.0,0.0,7.6,4.1,8.83
0,1.4,0.0,15.6,0.0,7.1,-0.4,9.0
0,2.9,0.0,12.9,0.0,4.9,-2.1,3.63
0,3.2,0.0,13.9,0.0,7.3,3.6,4.25
0,1.9,0.0,12.4,0.0,5.5,-1.5,6.29
4,0.0,0.0,15.6,0.0,9.0,6.0,2.83
0,0.0,0.0,18.4,0.0,5.8,0.0,4.79
4,0.0,0.0,17.2,0.0,7.0,1.0,3.88
4,0.0,0.0,17.4,0.0,11.4,8.2,5.09
0,0.0,0.0,19.8,0.0,13.0,9.4,10.0
4,0.0,0.0,19.4,0.0,12.8,12.2,8.75
0,1.6,0.0,19.1,0.0,8.2,2.0,10.88
0,0.4,0.0,21.5,0.0,12.6,10.8,16.38
0,2.3,0.0,16.0,0.0,7.9,3.6,8.67
0,0.0,0.0,17.0,0.0,5.8,-1.5,8.17
0,0.0,0.0,18.0,0.0,11.5,8.8,3.92
0,0.0,0.0,18.2,0.0,6.6,0.1,5.0
0,0.0,0.0,18.9,0.0,6.2,0.0,2.75
0,0.0,0.0,21.1,0.0,8.4,0.5,4.67
0,0.0,0.0,20.5,0.0,9.0,1.4,1.79
0,0.0,0.0,20.9,0.0,12.7,7.9,2.46
0,0.0,0.0,21.1,0.0,10.3,2.7,3.04
0,0.0,0.0,21.2,0.0,9.2,2.4,2.79
0,0.3,0.0,17.4,0.0,11.4,4.2,8.63
0,0.7,0.0,18.2,0.0,13.4,11.0,15.16
0,0.7,0.0,17.8,0.0,9.4,5.0,11.34
0,3.3,0.0,20.6,0.0,11.2,9.0,8.33
0,2.5,0.0,15.0,0.0,3.8,-2.6,6.08
4,0.0,0.0,19.8,0.0,11.2,8.8,7.92
0,0.0,0.0,16.8,0.0,8.4,0.0,6.21
0,0.0,0.0,18.5,0.0,9.4,4.4,3.54
0,0.0,0.0,19.0,0.0,11.1,7.0,5.37
0,0.0,0.0,23.8,0.0,14.0,7.8,14.42
0,0.0,0.0,18.0,0.0,14.9,9.0,12.17
0,0.0,0.0,18.0,0.0,6.0,-3.0,6.5
0,1.3,0.0,20.6,0.0,12.0,8.0,6.0
0,2.9,0.0,17.7,0.0,9.6,5.3,11.58
0,2.9,0.0,17.1,0.0,9.8,5.8,13.29
0,0.0,0.0,19.8,0.0,11.6,8.1,4.96
0,0.0,0.0,20.1,0.0,10.4,3.6,5.83
0,0.2,0.0,20.2,0.0,14.7,11.9,8.46
0,0.3,0.0,21.0,0.0,14.1,9.3,9.25
0,0.0,0.0,17.7,0.0,10.3,5.2,12.58
0,0.0,0.0,21.6,0.0,10.3,4.0,10.0
0,0.2,0.0,19.0,0.0,13.2,8.8,8.25
0,0.5,0.0,22.5,0.0,14.2,12.1,4.25
0,0.0,0.0,22.0,0.0,12.2,4.5,3.46
0,9.6,0.0,20.6,0.0,14.2,8.4,5.5
0,15.7,0.0,21.5,0.0,14.2,11.2,5.0
0,2.4,0.0,19.8,0.0,12.3,8.6,5.5
0,0.2,0.0,21.0,0.0,15.0,11.5,7.04
0,5.0,0.0,20.0,0.0,14.5,8.5,4.71
0,5.5,0.0,20.8,0.0,14.3,9.4,7.12
0,0.4,0.0,20.0,0.0,12.2,6.4,6.63
0,0.3,0.0,17.5,0.0,8.5,0.9,6.25
0,0.0,0.0,18.0,0.0,11.5,2.5,4.04
0,0.0,0.0,18.4,0.0,11.8,4.0,3.21
0,0.0,0.0,21.5,0.0,11.6,6.6,3.54
0,0.2,0.0,17.8,0.0,13.8,7.2,11.29
0,0.1,0.0,19.6,0.0,8.6,0.2,7.12
0,0.5,0.0,23.0,0.0,15.0,13.7,10.71
0,0.0,0.0,18.3,0.0,12.5,9.8,6.25
0,4.2,0.0,17.8,0.0,10.5,3.3,7.58
0,1.3,0.0,22.5,0.0,12.9,8.5,8.08
0,1.3,0.0,20.7,0.0,13.5,13.0,8.12
0,2.4,0.0,18.5,0.0,13.5,8.6,3.83
4,0.0,0.0,19.2,0.0,11.0,7.6,7.62
0,4.1,0.0,17.4,0.0,8.4,-0.1,5.5
0,1.2,0.0,17.0,0.0,10.4,4.4,11.46
0,2.1,0.0,15.4,0.0,7.0,1.4,11.71
0,0.0,0.0,17.7,0.0,4.4,-4.5,6.71
0,11.0,0.0,21.5,0.0,10.1,1.5,6.42
0,5.8,0.0,18.7,0.0,13.0,10.1,11.63
0,0.4,0.0,18.5,0.0,13.8,8.6,7.38
0,0.0,0.0,20.0,0.0,13.4,4.1,4.5
0,3.5,0.0,19.3,0.0,13.5,10.5,4.88
0,4.2,0.0,17.6,0.0,12.6,7.5,11.5
0,0.0,0.0,16.0,0.0,10.7,7.5,15.71
0,9.7,0.0,16.8,0.0,8.7,3.0,9.21
0,0.1,0.0,17.0,0.0,12.9,10.2,15.5
0,3.5,0.0,18.6,0.0,10.8,5.5,11.54
0,2.1,0.0,17.2,0.0,10.5,3.0,10.96
0,10.9,0.0,18.0,0.0,10.8,1.0,8.75
0,21.4,0.0,18.7,0.0,12.8,6.5,9.83
0,0.0,0.0,17.0,0.0,12.0,9.1,4.33
0,0.0,0.0,17.4,0.0,6.5,1.2,3.37
0,0.0,0.0,19.0,0.0,7.0,1.2,5.17
4,0.0,0.0,19.4,0.0,11.1,5.2,3.54
4,0.0,0.0,21.4,0.0,10.0,5.4,3.92
0,0.0,0.0,20.6,0.0,11.5,4.5,2.83
0,0.0,0.0,21.4,0.0,14.4,9.8,3.79
0,3.3,0.0,19.0,0.0,15.5,10.0,4.54
0,1.0,0.0,18.2,0.0,14.0,9.0,4.71
0,0.0,0.0,19.2,0.0,12.8,5.6,5.71
0,0.0,0.0,19.0,0.0,12.3,6.1,10.54
0,3.7,0.0,18.2,0.0,11.0,4.0,12.96
0,2.3,0.0,13.5,0.0,11.9,9.5,3.96
0,0.6,0.0,18.8,0.0,8.5,0.6,8.87
0,2.6,0.0,18.0,0.0,11.0,5.2,15.0
0,2.3,0.0,16.5,0.0,11.4,5.5,19.67
0,2.0,0.0,16.5,0.0,10.2,4.5,14.54
0,2.1,0.0,15.2,0.0,11.0,5.6,22.34
0,0.1,0.0,15.2,0.0,8.7,3.5,12.75
0,0.0,0.0,17.2,0.0,9.1,3.1,5.41
0,0.0,0.0,16.0,0.0,6.2,-2.3,4.54
0,8.1,0.0,18.5,0.0,6.2,-1.8,5.79
0,7.7,0.0,17.1,0.0,12.6,8.5,3.5
0,20.0,0.0,17.4,0.0,12.5,11.6,9.46
4,0.0,0.0,17.2,0.0,11.5,9.0,8.58
0,0.0,0.0,16.5,0.0,8.0,1.0,3.67
0,0.0,0.0,17.5,0.0,6.5,-1.0,1.83
0,0.0,0.0,19.2,0.0,6.2,-1.1,2.96
0,5.5,0.0,16.4,0.0,4.8,-1.2,4.25
0,16.6,0.0,15.0,0.0,12.0,5.0,9.62
0,2.5,0.0,15.8,0.0,7.8,1.5,10.08
0,1.5,0.0,14.5,0.0,9.2,3.8,11.46
0,1.2,0.0,16.4,0.0,9.8,5.0,9.33
0,0.0,0.0,16.0,0.0,5.6,-1.6,7.83
0,1.1,0.0,14.2,0.0,10.0,6.8,4.92
0,0.9,0.0,18.0,0.0,11.3,7.0,10.08
0,0.8,0.0,17.1,0.0,12.4,5.0,11.0
0,6.6,0.0,18.5,0.0,13.1,7.2,11.75
0,1.1,0.0,18.0,0.0,13.6,7.0,9.54
0,1.3,0.0,18.5,0.0,13.0,6.5,9.33
0,0.0,0.0,18.3,0.0,14.0,5.0,11.21
0,3.3,0.0,16.0,0.0,13.2,4.6,7.21
0,0.0,0.0,16.1,0.0,11.0,4.5,17.83
0,3.4,0.0,16.4,0.0,11.9,6.2,15.34
0,1.0,0.0,14.2,0.0,7.5,2.2,15.92
0,2.1,0.0,15.7,0.0,9.0,4.5,18.0
0,0.0,0.0,14.0,0.0,7.5,2.0,15.09
0,3.7,2.0,14.5,0.0,5.6,-3.5,6.83
0,15.9,0.0,17.6,0.0,9.2,7.0,13.46
0,0.5,0.0,17.4,0.0,12.2,6.6,15.5
0,1.7,0.0,17.5,0.0,11.0,4.4,11.38
0,3.1,0.0,17.3,0.0,12.5,12.4,14.58
0,1.1,0.0,13.7,0.0,9.0,2.8,4.42
0,1.1,0.0,12.2,0.0,9.1,0.5,10.0
0,0.3,0.0,15.4,0.0,5.5,-4.5,8.38
0,0.3,0.0,13.8,0.0,6.8,4.2,15.67
0,0.3,0.0,14.6,0.0,8.5,6.3,19.33
0,1.1,0.0,13.9,0.0,8.7,2.9,13.25
0,27.5,0.0,9.6,0.0,3.9,-4.5,9.42
0,0.9,0.0,10.3,0.0,4.7,-1.6,16.21
0,2.6,0.0,13.9,0.0,0.6,-7.5,10.04
0,1.2,0.0,14.9,0.0,4.3,0.5,14.29
0,0.0,0.0,14.5,0.0,10.4,2.7,14.42
0,0.0,0.0,12.3,0.0,6.4,-1.5,7.38
0,0.0,0.0,14.5,0.0,9.0,0.0,11.71
0,1.3,0.0,15.2,0.0,5.8,-0.2,10.34
0,3.1,0.0,14.6,0.0,9.4,8.0,21.29
0,2.2,0.0,12.4,0.0,8.0,1.8,22.0
0,7.2,0.0,10.4,0.0,7.2,-0.8,7.75
0,0.5,0.0,9.5,0.0,2.4,-4.5,11.79
0,0.0,0.0,9.8,0.0,3.4,-3.4,10.04
0,11.5,0.0,9.0,0.0,2.6,-4.5,8.29
0,3.4,0.0,10.0,0.0,5.0,-2.5,14.46
0,19.7,0.0,9.0,0.0,0.2,-6.8,11.29
0,1.9,0.0,8.6,0.0,4.4,-2.5,19.12
0,0.0,0.0,9.2,0.0,3.5,-5.0,10.67
0,0.0,0.0,8.9,1.0,-2.5,-11.2,7.17
0,0.0,0.0,8.5,0.0,1.4,-6.4,12.79
0,5.9,0.0,7.6,0.0,1.0,-4.2,10.34
0,0.0,0.0,8.5,1.0,-0.1,-7.7,5.91
0,0.5,0.0,7.6,0.0,0.4,-6.0,4.46
0,0.0,0.0,9.5,0.0,1.9,0.1,10.83
0,0.6,0.0,12.8,0.0,4.6,-1.3,12.54
0,0.2,0.0,13.2,0.0,8.2,6.9,17.62
0,0.0,0.0,13.5,0.0,3.1,-3.5,5.5
0,1.0,0.0,13.2,0.0,5.0,3.0,12.38
4,0.0,0.0,9.6,0.0,6.0,0.5,14.92
4,0.0,0.0,8.8,0.0,2.8,-2.5,14.58
0,0.0,0.0,6.6,0.0,0.0,-7.0,6.54
0,0.0,0.0,7.0,1.0,-2.5,-9.8,2.17
4,0.0,0.0,8.4,1.0,-4.8,-10.2,3.04
0,0.2,0.0,10.6,1.0,-2.5,-4.8,2.71
0,0.0,0.0,10.3,0.0,2.4,1.6,0.58
0,0.0,0.0,10.2,0.0,6.9,0.1,3.83
0,0.0,0.0,9.8,0.0,6.0,-3.5,4.25
0,0.0,0.0,9.2,0.0,0.0,-6.0,0.54
0,5.5,0.0,9.5,0.0,1.0,-5.2,3.42
0,0.0,0.0,6.5,0.0,2.5,-2.0,8.87
0,1.5,0.0,9.1,1.0,-0.9,-8.5,9.29
0,0.0,0.0,10.8,0.0,9.0,5.0,17.88
0,4.8,0.0,11.5,0.0,4.7,-0.3,13.88
0,0.0,0.0,12.1,0.0,5.0,-0.1,11.29
0,0.0,0.0,10.5,0.0,8.0,6.1,5.88
0,0.0,0.0,11.6,0.0,6.5,4.6,4.83
0,0.2,0.0,9.3,0.0,6.1,0.3,10.17
4,0.0,0.0,10.2,0.0,0.0,-0.4,16.62
0,1.9,0.0,11.0,0.0,6.4,5.8,19.75
0,1.2,0.0,5.2,0.0,3.5,-1.0,12.25
0,0.7,0.0,4.5,1.0,-0.5,-6.5,12.62
0,2.4,0.0,2.0,1.0,-2.0,-6.0,15.79
0,0.0,0.0,1.9,1.0,-3.0,-8.5,12.29
0,2.3,0.0,3.0,1.0,-4.0,-11.0,8.83
0,1.5,0.0,7.6,1.0,-3.5,-3.2,12.83
0,0.2,0.0,8.3,0.0,2.9,3.8,10.29
4,0.0,0.0,8.6,0.0,6.4,3.4,6.67
4,0.0,0.0,7.6,0.0,5.8,3.2,9.21
0,1.4,0.0,9.5,0.0,5.5,3.5,16.21
4,0.0,0.0,7.8,0.0,1.8,-4.0,6.13
0,0.4,0.0,5.4,1.0,-5.8,-10.8,1.63
0,9.5,0.0,8.1,1.0,-4.0,-6.2,8.04
0,0.0,0.0,7.2,2.0,5.0,4.5,10.34
0,1.6,0.0,11.9,0.0,3.6,-2.0,10.58
0,6.6,0.0,14.3,0.0,7.3,6.1,18.41
0,1.6,0.0,12.7,0.0,10.1,6.5,18.88
0,2.3,0.0,10.6,0.0,6.5,2.6,14.17
4,0.0,0.0,8.3,0.0,6.2,2.3,19.25
0,1.4,0.0,10.4,0.0,3.4,2.0,10.08
4,0.0,0.0,5.6,0.0,1.8,-1.8,16.25
4,0.0,0.0,5.6,0.0,1.6,-3.0,10.63
0,4.1,0.0,7.2,0.0,2.8,0.6,14.58
0,7.9,0.0,9.5,0.0,1.5,-2.0,11.75
0,1.0,0.0,8.3,0.0,2.8,2.6,18.16
0,4.9,0.0,7.8,0.0,2.5,-6.5,12.67
